model,model_display_name,query_type,condition_a,condition_b,metric,n_pairs,metric_a,metric_b,paired_metric_diff,ci_low,ci_high,p_diff_le_0
qwen3_4b,Qwen3-4B,marginal,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,413,0.17191283292978207,0.0847457627118644,0.08716707021791767,0.05569007263922518,0.1234866828087167,0.0
qwen3_4b,Qwen3-4B,marginal,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,413,0.13801452784503632,0.05569007263922518,0.08232445520581114,0.02415254237288136,0.14043583535108958,0.0
qwen3_4b,Qwen3-4B,marginal,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,413,0.22518159806295399,0.4358353510895884,-0.2106537530266344,-0.26634382566585957,-0.1549636803874092,1.0
qwen3_4b,Qwen3-4B,marginal,symbolic_shuffled_binary_score,nl_binary_score,scca,413,0.14043583535108958,0.2639225181598063,-0.1234866828087167,-0.16464891041162227,-0.07506053268765134,1.0
qwen3_4b,Qwen3-4B,marginal,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,413,0.0847457627118644,0.17191283292978207,-0.08716707021791767,-0.1234866828087167,-0.048426150121065374,1.0
qwen3_4b,Qwen3-4B,marginal,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,413,0.05569007263922518,0.09200968523002422,-0.03631961259079903,-0.09927360774818401,0.024213075060532687,0.89
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,nl_binary_score,strict_ccc,876,0.4531963470319635,0.3287671232876712,0.12442922374429223,0.08789954337899543,0.1632420091324201,0.0
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,nl_binary_score,scca,876,0.2614155251141553,0.2557077625570776,0.005707762557077625,-0.02511415525114155,0.033105022831050226,0.372
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,nl_binary_score,wrong_flip,876,0.1917808219178082,0.0730593607305936,0.1187214611872146,0.09360730593607305,0.14386415525114152,0.0
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,nl_binary_score,signed_ccc,876,0.06963470319634703,0.182648401826484,-0.11301369863013698,-0.15299657534246575,-0.07420091324200913,1.0
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,876,0.4531963470319635,0.3116438356164384,0.1415525114155251,0.10385273972602739,0.17465753424657535,0.0
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,876,0.2614155251141553,0.1906392694063927,0.07077625570776255,0.04452054794520548,0.1004566210045662,0.0
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,876,0.1917808219178082,0.12100456621004566,0.07077625570776255,0.04680365296803653,0.0958904109589041,0.0
qwen3_4b,Qwen3-4B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,876,0.06963470319634703,0.06963470319634703,0.0,-0.03655821917808219,0.03538812785388128,0.498
qwen3_4b,Qwen3-4B,nde,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,876,0.3116438356164384,0.3287671232876712,-0.017123287671232876,-0.05707762557077625,0.019406392694063926,0.822
qwen3_4b,Qwen3-4B,nde,symbolic_shuffled_binary_score,nl_binary_score,scca,876,0.1906392694063927,0.2557077625570776,-0.06506849315068493,-0.091324200913242,-0.03538812785388128,1.0
qwen3_4b,Qwen3-4B,nde,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,876,0.12100456621004566,0.0730593607305936,0.04794520547945205,0.0228310502283105,0.07077625570776255,0.0
qwen3_4b,Qwen3-4B,nde,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,876,0.06963470319634703,0.182648401826484,-0.11301369863013698,-0.15185502283105023,-0.07191780821917808,1.0
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,nl_binary_score,strict_ccc,410,0.7,0.375609756097561,0.32439024390243903,0.2682926829268293,0.3780487804878049,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,nl_binary_score,scca,410,0.4878048780487805,0.2780487804878049,0.2097560975609756,0.16097560975609757,0.25853658536585367,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,nl_binary_score,wrong_flip,410,0.2121951219512195,0.0975609756097561,0.11463414634146342,0.07560975609756097,0.15365853658536585,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,nl_binary_score,signed_ccc,410,0.275609756097561,0.18048780487804877,0.0951219512195122,0.026829268292682926,0.16585365853658537,0.002
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,410,0.7,0.526829268292683,0.17317073170731706,0.11945121951219512,0.22682926829268293,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,410,0.4878048780487805,0.3073170731707317,0.18048780487804877,0.13658536585365855,0.22926829268292684,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,410,0.2121951219512195,0.21951219512195122,-0.007317073170731708,-0.04390243902439024,0.02926829268292683,0.668
qwen3_4b,Qwen3-4B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,410,0.275609756097561,0.08780487804878048,0.1878048780487805,0.12439024390243902,0.2537195121951219,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,410,0.526829268292683,0.375609756097561,0.15121951219512195,0.09018292682926829,0.2121951219512195,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_shuffled_binary_score,nl_binary_score,scca,410,0.3073170731707317,0.2780487804878049,0.02926829268292683,-0.02195121951219512,0.08298780487804873,0.135
qwen3_4b,Qwen3-4B,nie,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,410,0.21951219512195122,0.0975609756097561,0.12195121951219512,0.08536585365853659,0.16097560975609757,0.0
qwen3_4b,Qwen3-4B,nie,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,410,0.08780487804878048,0.18048780487804877,-0.09268292682926829,-0.16097560975609757,-0.026829268292682926,0.997
qwen3_8b,Qwen3-8B,ate,symbolic_matched_binary_score,nl_binary_score,strict_ccc,390,0.7487179487179487,0.6923076923076923,0.05641025641025641,0.007692307692307693,0.1076923076923077,0.017
qwen3_8b,Qwen3-8B,ate,symbolic_matched_binary_score,nl_binary_score,scca,390,0.7256410256410256,0.6564102564102564,0.06923076923076923,0.028205128205128206,0.1154487179487179,0.001
qwen3_8b,Qwen3-8B,ate,symbolic_matched_binary_score,nl_binary_score,wrong_flip,390,0.023076923076923078,0.035897435897435895,-0.01282051282051282,-0.038461538461538464,0.010256410256410256,0.891
