model,model_display_name,query_type,condition_a,condition_b,metric,n_pairs,metric_a,metric_b,paired_metric_diff,ci_low,ci_high,p_diff_le_0
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,nl_binary_score,strict_ccc,39,0.28205128205128205,0.3076923076923077,-0.02564102564102564,-0.15384615384615385,0.07692307692307693,0.749
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,nl_binary_score,scca,39,0.1794871794871795,0.1794871794871795,0.0,-0.10256410256410256,0.10256410256410256,0.619
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,nl_binary_score,wrong_flip,39,0.10256410256410256,0.1282051282051282,-0.02564102564102564,-0.07692307692307693,0.0,1.0
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,nl_binary_score,signed_ccc,39,0.07692307692307693,0.05128205128205128,0.02564102564102564,-0.07692307692307693,0.1282051282051282,0.396
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,39,0.28205128205128205,0.1794871794871795,0.10256410256410256,-0.02564102564102564,0.2564102564102564,0.093
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,39,0.1794871794871795,0.1282051282051282,0.05128205128205128,-0.05128205128205128,0.15384615384615385,0.204
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,39,0.10256410256410256,0.05128205128205128,0.05128205128205128,-0.05128205128205128,0.15384615384615385,0.213
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,39,0.07692307692307693,0.07692307692307693,0.0,-0.1282051282051282,0.1282051282051282,0.571
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,39,0.1794871794871795,0.3076923076923077,-0.1282051282051282,-0.2564102564102564,0.0,0.985
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_shuffled_binary_score,nl_binary_score,scca,39,0.1282051282051282,0.1794871794871795,-0.05128205128205128,-0.15384615384615385,0.05128205128205128,0.899
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,39,0.05128205128205128,0.1282051282051282,-0.07692307692307693,-0.1794871794871795,0.0,1.0
qwen3_8b,Qwen3-8B,det-counterfactual,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,39,0.07692307692307693,0.05128205128205128,0.02564102564102564,-0.10256410256410256,0.15384615384615385,0.421
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,nl_binary_score,strict_ccc,464,0.49353448275862066,0.3771551724137931,0.11637931034482758,0.06896551724137931,0.16594827586206898,0.0
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,nl_binary_score,scca,464,0.10775862068965517,0.10775862068965517,0.0,-0.03669181034482758,0.032327586206896554,0.503
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,nl_binary_score,wrong_flip,464,0.3857758620689655,0.26939655172413796,0.11637931034482758,0.07974137931034483,0.15732758620689655,0.0
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,nl_binary_score,signed_ccc,464,-0.27801724137931033,-0.16163793103448276,-0.11637931034482758,-0.16810344827586207,-0.0668103448275862,1.0
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,464,0.49353448275862066,0.25646551724137934,0.23706896551724138,0.1896551724137931,0.2823275862068966,0.0
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,464,0.10775862068965517,0.10991379310344827,-0.0021551724137931034,-0.02586206896551724,0.01945043103448271,0.588
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,464,0.3857758620689655,0.14655172413793102,0.23922413793103448,0.19827586206896552,0.2801724137931034,0.0
qwen3_8b,Qwen3-8B,ett,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,464,-0.27801724137931033,-0.036637931034482756,-0.2413793103448276,-0.29094827586206895,-0.1939655172413793,1.0
qwen3_8b,Qwen3-8B,ett,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,464,0.25646551724137934,0.3771551724137931,-0.1206896551724138,-0.17672413793103448,-0.06460129310344832,1.0
qwen3_8b,Qwen3-8B,ett,symbolic_shuffled_binary_score,nl_binary_score,scca,464,0.10991379310344827,0.10775862068965517,0.0021551724137931034,-0.032327586206896554,0.03669181034482753,0.497
qwen3_8b,Qwen3-8B,ett,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,464,0.14655172413793102,0.26939655172413796,-0.12284482758620689,-0.16594827586206898,-0.08399784482758625,1.0
qwen3_8b,Qwen3-8B,ett,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,464,-0.036637931034482756,-0.16163793103448276,0.125,0.06896551724137931,0.1853448275862069,0.0
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,nl_binary_score,strict_ccc,413,0.3486682808716707,0.4019370460048426,-0.053268765133171914,-0.10411622276029056,0.002421307506053269,0.974
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,nl_binary_score,scca,413,0.2639225181598063,0.26150121065375304,0.002421307506053269,-0.04116222760290557,0.04600484261501211,0.48
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,nl_binary_score,wrong_flip,413,0.0847457627118644,0.14043583535108958,-0.05569007263922518,-0.08958837772397095,-0.024213075060532687,1.0
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,nl_binary_score,signed_ccc,413,0.1791767554479419,0.12106537530266344,0.05811138014527845,-0.002421307506053269,0.11864406779661017,0.035
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,413,0.3486682808716707,0.4213075060532688,-0.07263922518159806,-0.15012106537530268,-0.002421307506053269,0.983
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,413,0.2639225181598063,0.2324455205811138,0.031476997578692496,-0.024213075060532687,0.08480629539951567,0.14
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,413,0.0847457627118644,0.18886198547215496,-0.10411622276029056,-0.1477602905569007,-0.05569007263922518,1.0
qwen3_8b,Qwen3-8B,marginal,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,413,0.1791767554479419,0.043583535108958835,0.13559322033898305,0.05569007263922518,0.20823244552058112,0.0
qwen3_8b,Qwen3-8B,marginal,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,413,0.4213075060532688,0.4019370460048426,0.01937046004842615,-0.043583535108958835,0.08232445520581114,0.281
qwen3_8b,Qwen3-8B,marginal,symbolic_shuffled_binary_score,nl_binary_score,scca,413,0.2324455205811138,0.26150121065375304,-0.029055690072639227,-0.08232445520581114,0.024213075060532687,0.896
qwen3_8b,Qwen3-8B,marginal,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,413,0.18886198547215496,0.14043583535108958,0.048426150121065374,-0.002421307506053269,0.09685230024213075,0.037
qwen3_8b,Qwen3-8B,marginal,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,413,0.043583535108958835,0.12106537530266344,-0.0774818401937046,-0.15012106537530268,-0.002421307506053269,0.985
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,nl_binary_score,strict_ccc,876,0.4657534246575342,0.3732876712328767,0.09246575342465753,0.05476598173515981,0.13356164383561644,0.0
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,nl_binary_score,scca,876,0.4280821917808219,0.3447488584474886,0.08333333333333333,0.04452054794520548,0.11986301369863013,0.0
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,nl_binary_score,wrong_flip,876,0.03767123287671233,0.028538812785388126,0.0091324200913242,-0.005736301369863012,0.02511415525114155,0.137
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,nl_binary_score,signed_ccc,876,0.3904109589041096,0.3162100456621005,0.07420091324200913,0.0319634703196347,0.11757990867579908,0.0
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,876,0.4657534246575342,0.24315068493150685,0.2226027397260274,0.18490296803652967,0.2614155251141553,0.0
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,876,0.4280821917808219,0.21232876712328766,0.21575342465753425,0.1780821917808219,0.2522831050228311,0.0
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,876,0.03767123287671233,0.030821917808219176,0.00684931506849315,-0.007990867579908675,0.021689497716894976,0.222
qwen3_8b,Qwen3-8B,nde,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,876,0.3904109589041096,0.1815068493150685,0.2089041095890411,0.16892123287671232,0.24888698630136982,0.0
qwen3_8b,Qwen3-8B,nde,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,876,0.24315068493150685,0.3732876712328767,-0.13013698630136986,-0.164412100456621,-0.09360730593607305,1.0
qwen3_8b,Qwen3-8B,nde,symbolic_shuffled_binary_score,nl_binary_score,scca,876,0.21232876712328766,0.3447488584474886,-0.1324200913242009,-0.16666666666666666,-0.09931506849315068,1.0
qwen3_8b,Qwen3-8B,nde,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,876,0.030821917808219176,0.028538812785388126,0.00228310502283105,-0.010273972602739725,0.014840182648401826,0.405
qwen3_8b,Qwen3-8B,nde,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,876,0.1815068493150685,0.3162100456621005,-0.13470319634703196,-0.17123287671232876,-0.09817351598173515,1.0
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,nl_binary_score,strict_ccc,410,0.4560975609756098,0.3195121951219512,0.13658536585365855,0.0951219512195122,0.17804878048780487,0.0
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,nl_binary_score,scca,410,0.32439024390243903,0.23902439024390243,0.08536585365853659,0.05609756097560976,0.11707317073170732,0.0
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,nl_binary_score,wrong_flip,410,0.13170731707317074,0.08048780487804878,0.05121951219512195,0.024390243902439025,0.08292682926829269,0.0
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,nl_binary_score,signed_ccc,410,0.1926829268292683,0.15853658536585366,0.03414634146341464,-0.007317073170731708,0.08048780487804878,0.062
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,strict_ccc,410,0.4560975609756098,0.4634146341463415,-0.007317073170731708,-0.07317073170731707,0.06097560975609756,0.603
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,scca,410,0.32439024390243903,0.28292682926829266,0.041463414634146344,-0.014634146341463415,0.0951219512195122,0.074
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,wrong_flip,410,0.13170731707317074,0.18048780487804877,-0.04878048780487805,-0.09268292682926829,-0.004817073170731763,0.984
qwen3_8b,Qwen3-8B,nie,symbolic_matched_binary_score,symbolic_shuffled_binary_score,signed_ccc,410,0.1926829268292683,0.1024390243902439,0.09024390243902439,0.014634146341463415,0.1585975609756097,0.008
qwen3_8b,Qwen3-8B,nie,symbolic_shuffled_binary_score,nl_binary_score,strict_ccc,410,0.4634146341463415,0.3195121951219512,0.14390243902439023,0.08048780487804878,0.2073170731707317,0.0
qwen3_8b,Qwen3-8B,nie,symbolic_shuffled_binary_score,nl_binary_score,scca,410,0.28292682926829266,0.23902439024390243,0.04390243902439024,-0.007317073170731708,0.0975609756097561,0.06
qwen3_8b,Qwen3-8B,nie,symbolic_shuffled_binary_score,nl_binary_score,wrong_flip,410,0.18048780487804877,0.08048780487804878,0.1,0.06097560975609756,0.13902439024390245,0.0
qwen3_8b,Qwen3-8B,nie,symbolic_shuffled_binary_score,nl_binary_score,signed_ccc,410,0.1024390243902439,0.15853658536585366,-0.05609756097560976,-0.11951219512195121,0.007317073170731708,0.963
