pair_index,pair_id,story_id,query_type,rung,component,layer,clean_id,corrupted_id,clean_label,corrupted_gold_label,clean_target_margin,corrupted_clean_target_margin,patched_clean_target_margin,recovery,corrupted_gold_margin,patched_corrupted_gold_margin,corrupted_gold_recovery,method,model,model_display_name,sample_mode,candidate_source
3,5138->10752,firing_employee,ett,3,residual,31,5138,10752,yes,no,11.5,9.375,11.5,2.125,-9.375,-11.5,-2.125,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
3,5138->10752,firing_employee,ett,3,residual,32,5138,10752,yes,no,11.5,9.375,11.5,2.125,-9.375,-11.5,-2.125,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
3,5138->10752,firing_employee,ett,3,residual,33,5138,10752,yes,no,11.5,9.375,11.5,2.125,-9.375,-11.5,-2.125,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
3,5138->10752,firing_employee,ett,3,residual,34,5138,10752,yes,no,11.5,9.375,11.5,2.125,-9.375,-11.5,-2.125,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
3,5138->10752,firing_employee,ett,3,residual,35,5138,10752,yes,no,11.5,9.375,11.5,2.125,-9.375,-11.5,-2.125,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,0,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,1,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,2,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,3,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,4,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,5,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,6,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,7,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,8,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,9,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,10,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,11,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,12,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,13,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,14,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,15,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,16,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
4,590->11026,floor_wet,backadj,2,residual,17,590,11026,no,yes,-10.625,-13.5625,-10.625,2.9375,13.5625,10.625,-2.9375,hf_forward_hook_residual,qwen3_4b,Qwen3-4B,formal,selected_subset
