model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,metric,estimate,ci_low,ci_high,n_bootstrap
qwen3_0_6b,Qwen3-0.6B,main,main,nl,accuracy,0.5,0.4640625,0.5421875,1000
qwen3_0_6b,Qwen3-0.6B,main,main,nl_formal,accuracy,0.5,0.4625,0.5375,1000
qwen3_0_6b,Qwen3-0.6B,main,main,symbolic_solver_concise,accuracy,0.4953125,0.4578125,0.534375,1000
qwen3_4b,Qwen3-4B,main,main,nl,accuracy,0.5953125,0.5608984375,0.6296875,1000
qwen3_4b,Qwen3-4B,main,main,nl_formal,accuracy,0.56875,0.5328125,0.6062890624999999,1000
qwen3_4b,Qwen3-4B,main,main,symbolic_solver_concise,accuracy,0.5671875,0.5296484375,0.6046875,1000
qwen3_8b,Qwen3-8B,main,main,nl,accuracy,0.5609375,0.521875,0.5984375,1000
qwen3_8b,Qwen3-8B,main,main,nl_formal,accuracy,0.5453125,0.5078125,0.5812890625,1000
qwen3_8b,Qwen3-8B,main,main,symbolic_solver_concise,accuracy,0.571875,0.5359375,0.6109375,1000
