eval_set,split,model,model_display_name,prompt_mode,prompt_condition,n,accuracy,symbolic_selection_rate
control_cv,27,qwen3_8b,Qwen3-8B,query_router,Query Router,979,0.5842696629213483,0.8712972420837589
control_cv,27,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,979,0.5689479060265578,0.6639427987742594
control_cv,28,qwen3_8b,Qwen3-8B,always_nl,Always NL,1176,0.5756802721088435,0.0
control_cv,28,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1176,0.5799319727891157,1.0
control_cv,28,qwen3_8b,Qwen3-8B,query_router,Query Router,1176,0.5850340136054422,0.48214285714285715
control_cv,28,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1176,0.5935374149659864,0.5790816326530612
control_cv,29,qwen3_8b,Qwen3-8B,always_nl,Always NL,1200,0.5616666666666666,0.0
control_cv,29,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1200,0.5558333333333333,1.0
control_cv,29,qwen3_8b,Qwen3-8B,query_router,Query Router,1200,0.5708333333333333,0.8841666666666667
control_cv,29,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1200,0.5766666666666667,0.7375
control_cv,30,qwen3_8b,Qwen3-8B,always_nl,Always NL,1101,0.5694822888283378,0.0
control_cv,30,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1101,0.5676657584014533,1.0
control_cv,30,qwen3_8b,Qwen3-8B,query_router,Query Router,1101,0.5722070844686649,0.6403269754768393
control_cv,30,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1101,0.5894641235240691,0.6176203451407811
control_cv,31,qwen3_8b,Qwen3-8B,always_nl,Always NL,992,0.5463709677419355,0.0
control_cv,31,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,992,0.5604838709677419,1.0
control_cv,31,qwen3_8b,Qwen3-8B,query_router,Query Router,992,0.5645161290322581,0.5181451612903226
control_cv,31,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,992,0.5735887096774194,0.5625
control_cv,32,qwen3_8b,Qwen3-8B,always_nl,Always NL,1105,0.5312217194570136,0.0
control_cv,32,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1105,0.5466063348416289,1.0
control_cv,32,qwen3_8b,Qwen3-8B,query_router,Query Router,1105,0.551131221719457,0.6262443438914027
control_cv,32,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1105,0.5429864253393665,0.5420814479638009
control_cv,33,qwen3_8b,Qwen3-8B,always_nl,Always NL,952,0.5577731092436975,0.0
control_cv,33,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,952,0.5577731092436975,1.0
control_cv,33,qwen3_8b,Qwen3-8B,query_router,Query Router,952,0.5735294117647058,0.7542016806722689
control_cv,33,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,952,0.5672268907563025,0.5861344537815126
control_cv,34,qwen3_8b,Qwen3-8B,always_nl,Always NL,1101,0.5731153496821072,0.0
control_cv,34,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1101,0.5658492279745686,1.0
control_cv,34,qwen3_8b,Qwen3-8B,query_router,Query Router,1101,0.5794732061762035,0.737511353315168
control_cv,34,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1101,0.5794732061762035,0.670299727520436
control_cv,35,qwen3_8b,Qwen3-8B,always_nl,Always NL,1010,0.5742574257425742,0.0
control_cv,35,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1010,0.5653465346534653,1.0
control_cv,35,qwen3_8b,Qwen3-8B,query_router,Query Router,1010,0.5831683168316831,0.7504950495049505
control_cv,35,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1010,0.5782178217821782,0.5356435643564357
control_cv,36,qwen3_8b,Qwen3-8B,always_nl,Always NL,1165,0.5785407725321888,0.0
control_cv,36,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1165,0.582832618025751,1.0
control_cv,36,qwen3_8b,Qwen3-8B,query_router,Query Router,1165,0.5836909871244635,0.6120171673819742
control_cv,36,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1165,0.5854077253218885,0.496137339055794
control_cv,37,qwen3_8b,Qwen3-8B,always_nl,Always NL,1068,0.5599250936329588,0.0
control_cv,37,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1068,0.5683520599250936,1.0
control_cv,37,qwen3_8b,Qwen3-8B,query_router,Query Router,1068,0.5692883895131086,0.6217228464419475
control_cv,37,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1068,0.5617977528089888,0.5159176029962547
control_cv,38,qwen3_8b,Qwen3-8B,always_nl,Always NL,916,0.5545851528384279,0.0
control_cv,38,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,916,0.5556768558951966,1.0
control_cv,38,qwen3_8b,Qwen3-8B,query_router,Query Router,916,0.5665938864628821,0.5109170305676856
control_cv,38,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,916,0.5600436681222707,0.5229257641921398
control_cv,39,qwen3_8b,Qwen3-8B,always_nl,Always NL,1001,0.5484515484515484,0.0
control_cv,39,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1001,0.5584415584415584,1.0
control_cv,39,qwen3_8b,Qwen3-8B,query_router,Query Router,1001,0.5624375624375625,0.6023976023976024
control_cv,39,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1001,0.5524475524475524,0.5274725274725275
control_cv,40,qwen3_8b,Qwen3-8B,always_nl,Always NL,1033,0.5556631171345595,0.0
control_cv,40,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1033,0.5750242013552759,1.0
control_cv,40,qwen3_8b,Qwen3-8B,query_router,Query Router,1033,0.5595353339787028,0.33591481122942884
control_cv,40,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1033,0.57405614714424,0.38044530493707646
control_cv,41,qwen3_8b,Qwen3-8B,always_nl,Always NL,1034,0.5415860735009671,0.0
control_cv,41,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1034,0.5473887814313346,1.0
control_cv,41,qwen3_8b,Qwen3-8B,query_router,Query Router,1034,0.5599613152804642,0.5106382978723404
control_cv,41,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1034,0.5367504835589942,0.6392649903288201
control_cv,42,qwen3_8b,Qwen3-8B,always_nl,Always NL,996,0.5742971887550201,0.0
control_cv,42,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,996,0.5742971887550201,1.0
control_cv,42,qwen3_8b,Qwen3-8B,query_router,Query Router,996,0.5813253012048193,0.8664658634538153
control_cv,42,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,996,0.5863453815261044,0.5170682730923695
control_cv,43,qwen3_8b,Qwen3-8B,always_nl,Always NL,1047,0.542502387774594,0.0
control_cv,43,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1047,0.5444126074498568,1.0
control_cv,43,qwen3_8b,Qwen3-8B,query_router,Query Router,1047,0.556829035339064,0.47659980897803245
control_cv,43,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1047,0.5491881566380133,0.4059216809933142
control_cv,44,qwen3_8b,Qwen3-8B,always_nl,Always NL,1034,0.5647969052224371,0.0
control_cv,44,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1034,0.5618955512572534,1.0
control_cv,44,qwen3_8b,Qwen3-8B,query_router,Query Router,1034,0.5783365570599613,0.7514506769825918
control_cv,44,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1034,0.5851063829787234,0.6121856866537717
control_cv,45,qwen3_8b,Qwen3-8B,always_nl,Always NL,872,0.5802752293577982,0.0
control_cv,45,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,872,0.5837155963302753,1.0
control_cv,45,qwen3_8b,Qwen3-8B,query_router,Query Router,872,0.6032110091743119,0.7637614678899083
control_cv,45,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,872,0.5997706422018348,0.5240825688073395
control_cv,46,qwen3_8b,Qwen3-8B,always_nl,Always NL,916,0.584061135371179,0.0
control_cv,46,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,916,0.5906113537117904,1.0
control_cv,46,qwen3_8b,Qwen3-8B,query_router,Query Router,916,0.5960698689956332,0.5021834061135371
control_cv,46,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,916,0.5938864628820961,0.4847161572052402
control_cv,47,qwen3_8b,Qwen3-8B,always_nl,Always NL,1063,0.5738476011288806,0.0
control_cv,47,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1063,0.5785512699905927,1.0
control_cv,47,qwen3_8b,Qwen3-8B,query_router,Query Router,1063,0.58137347130762,0.7375352775164629
control_cv,47,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1063,0.5851364063969896,0.5456255879586077
control_cv,48,qwen3_8b,Qwen3-8B,always_nl,Always NL,1005,0.582089552238806,0.0
control_cv,48,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1005,0.5890547263681593,1.0
control_cv,48,qwen3_8b,Qwen3-8B,query_router,Query Router,1005,0.5920398009950248,0.8756218905472637
control_cv,48,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1005,0.5940298507462687,0.6039800995024875
control_cv,49,qwen3_8b,Qwen3-8B,always_nl,Always NL,1131,0.5517241379310345,0.0
control_cv,49,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1131,0.5446507515473032,1.0
control_cv,49,qwen3_8b,Qwen3-8B,query_router,Query Router,1131,0.5649867374005305,0.7603890362511052
control_cv,49,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1131,0.5561450044208665,0.6622458001768347
control_cv,50,qwen3_8b,Qwen3-8B,always_nl,Always NL,1055,0.5611374407582939,0.0
control_cv,50,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1055,0.5658767772511848,1.0
control_cv,50,qwen3_8b,Qwen3-8B,query_router,Query Router,1055,0.5696682464454976,0.5914691943127962
control_cv,50,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1055,0.5649289099526066,0.45876777251184836
control_cv,51,qwen3_8b,Qwen3-8B,always_nl,Always NL,1053,0.5479582146248813,0.0
control_cv,51,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1053,0.5574548907882241,1.0
control_cv,51,qwen3_8b,Qwen3-8B,query_router,Query Router,1053,0.560303893637227,0.6514719848053181
control_cv,51,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1053,0.5679012345679012,0.5213675213675214
control_cv,52,qwen3_8b,Qwen3-8B,always_nl,Always NL,1139,0.5733099209833187,0.0
control_cv,52,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1139,0.5627743634767339,1.0
control_cv,52,qwen3_8b,Qwen3-8B,query_router,Query Router,1139,0.568920105355575,0.7550482879719052
control_cv,52,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1139,0.5864793678665496,0.6101843722563652
control_cv,53,qwen3_8b,Qwen3-8B,always_nl,Always NL,1023,0.5698924731182796,0.0
control_cv,53,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1023,0.5855327468230694,1.0
control_cv,53,qwen3_8b,Qwen3-8B,query_router,Query Router,1023,0.5865102639296188,0.48778103616813295
control_cv,53,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1023,0.5972629521016618,0.4447702834799609
control_cv,54,qwen3_8b,Qwen3-8B,always_nl,Always NL,1200,0.5733333333333334,0.0
control_cv,54,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1200,0.5675,1.0
control_cv,54,qwen3_8b,Qwen3-8B,query_router,Query Router,1200,0.5791666666666667,0.7533333333333333
control_cv,54,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1200,0.5783333333333334,0.5808333333333333
control_cv,55,qwen3_8b,Qwen3-8B,always_nl,Always NL,1047,0.5768863419293219,0.0
control_cv,55,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1047,0.5682903533906399,1.0
control_cv,55,qwen3_8b,Qwen3-8B,query_router,Query Router,1047,0.5883476599808978,0.7659980897803247
control_cv,55,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1047,0.5778414517669532,0.6838586437440306
control_cv,56,qwen3_8b,Qwen3-8B,always_nl,Always NL,965,0.5730569948186528,0.0
control_cv,56,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,965,0.5637305699481865,1.0
control_cv,56,qwen3_8b,Qwen3-8B,query_router,Query Router,965,0.5813471502590674,0.8891191709844559
control_cv,56,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,965,0.5813471502590674,0.5492227979274611
control_cv,57,qwen3_8b,Qwen3-8B,always_nl,Always NL,1098,0.5664845173041895,0.0
control_cv,57,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1098,0.5701275045537341,1.0
control_cv,57,qwen3_8b,Qwen3-8B,query_router,Query Router,1098,0.5828779599271403,0.6320582877959927
control_cv,57,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1098,0.5710382513661202,0.4207650273224044
control_cv,58,qwen3_8b,Qwen3-8B,always_nl,Always NL,1076,0.5724907063197026,0.0
control_cv,58,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1076,0.5641263940520446,1.0
control_cv,58,qwen3_8b,Qwen3-8B,query_router,Query Router,1076,0.5743494423791822,0.8736059479553904
control_cv,58,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1076,0.5687732342007435,0.6933085501858736
control_cv,59,qwen3_8b,Qwen3-8B,always_nl,Always NL,1028,0.5544747081712063,0.0
control_cv,59,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1028,0.5437743190661478,1.0
control_cv,59,qwen3_8b,Qwen3-8B,query_router,Query Router,1028,0.5525291828793775,0.7840466926070039
control_cv,59,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1028,0.5622568093385214,0.6984435797665369
control_cv,60,qwen3_8b,Qwen3-8B,always_nl,Always NL,1066,0.5703564727954972,0.0
control_cv,60,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1066,0.5863039399624765,1.0
control_cv,60,qwen3_8b,Qwen3-8B,query_router,Query Router,1066,0.5853658536585366,0.6116322701688556
control_cv,60,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1066,0.5900562851782364,0.525328330206379
control_cv,61,qwen3_8b,Qwen3-8B,always_nl,Always NL,1009,0.5470763131813677,0.0
control_cv,61,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1009,0.5480673934588701,1.0
control_cv,61,qwen3_8b,Qwen3-8B,query_router,Query Router,1009,0.55599603567889,0.7403369672943508
control_cv,61,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1009,0.5569871159563925,0.5986124876114965
control_cv,62,qwen3_8b,Qwen3-8B,always_nl,Always NL,1148,0.5601045296167247,0.0
control_cv,62,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1148,0.5705574912891986,1.0
control_cv,62,qwen3_8b,Qwen3-8B,query_router,Query Router,1148,0.5679442508710801,0.47560975609756095
control_cv,62,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1148,0.5827526132404182,0.445993031358885
control_cv,63,qwen3_8b,Qwen3-8B,always_nl,Always NL,1143,0.552930883639545,0.0
control_cv,63,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1143,0.5695538057742782,1.0
control_cv,63,qwen3_8b,Qwen3-8B,query_router,Query Router,1143,0.5651793525809273,0.615923009623797
control_cv,63,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1143,0.5678040244969379,0.5468066491688539
control_cv,64,qwen3_8b,Qwen3-8B,always_nl,Always NL,1035,0.561352657004831,0.0
control_cv,64,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1035,0.5632850241545894,1.0
control_cv,64,qwen3_8b,Qwen3-8B,query_router,Query Router,1035,0.5710144927536231,0.6096618357487923
control_cv,64,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1035,0.5710144927536231,0.6685990338164252
control_cv,65,qwen3_8b,Qwen3-8B,always_nl,Always NL,998,0.561122244488978,0.0
control_cv,65,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,998,0.5541082164328658,1.0
control_cv,65,qwen3_8b,Qwen3-8B,query_router,Query Router,998,0.5651302605210421,0.49198396793587174
control_cv,65,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,998,0.5551102204408818,0.40180360721442887
control_cv,66,qwen3_8b,Qwen3-8B,always_nl,Always NL,1060,0.5509433962264151,0.0
control_cv,66,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1060,0.5481132075471699,1.0
control_cv,66,qwen3_8b,Qwen3-8B,query_router,Query Router,1060,0.5509433962264151,0.5764150943396227
control_cv,66,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1060,0.560377358490566,0.6518867924528302
control_cv,67,qwen3_8b,Qwen3-8B,always_nl,Always NL,954,0.5555555555555556,0.0
control_cv,67,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,954,0.5366876310272537,1.0
control_cv,67,qwen3_8b,Qwen3-8B,query_router,Query Router,954,0.5587002096436059,0.7306079664570231
control_cv,67,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,954,0.550314465408805,0.7578616352201258
control_cv,68,qwen3_8b,Qwen3-8B,always_nl,Always NL,969,0.5696594427244582,0.0
control_cv,68,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,969,0.5851393188854489,1.0
control_cv,68,qwen3_8b,Qwen3-8B,query_router,Query Router,969,0.587203302373581,0.6553147574819401
control_cv,68,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,969,0.587203302373581,0.5490196078431373
control_cv,69,qwen3_8b,Qwen3-8B,always_nl,Always NL,1051,0.5413891531874405,0.0
control_cv,69,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1051,0.544243577545195,1.0
control_cv,69,qwen3_8b,Qwen3-8B,query_router,Query Router,1051,0.5566127497621313,0.7621313035204567
control_cv,69,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1051,0.5470980019029495,0.6298763082778306
control_cv,70,qwen3_8b,Qwen3-8B,always_nl,Always NL,1086,0.5497237569060773,0.0
control_cv,70,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1086,0.5580110497237569,1.0
control_cv,70,qwen3_8b,Qwen3-8B,query_router,Query Router,1086,0.5607734806629834,0.6012891344383057
control_cv,70,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1086,0.5626151012891344,0.6031307550644567
control_cv,71,qwen3_8b,Qwen3-8B,always_nl,Always NL,1053,0.553656220322887,0.0
control_cv,71,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1053,0.5707502374169041,1.0
control_cv,71,qwen3_8b,Qwen3-8B,query_router,Query Router,1053,0.5660018993352327,0.5185185185185185
control_cv,71,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1053,0.5716999050332384,0.4311490978157645
control_cv,72,qwen3_8b,Qwen3-8B,always_nl,Always NL,997,0.5687061183550652,0.0
control_cv,72,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,997,0.5777331995987964,1.0
control_cv,72,qwen3_8b,Qwen3-8B,query_router,Query Router,997,0.571715145436309,0.7472417251755266
control_cv,72,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,997,0.5857572718154463,0.5867602808425276
control_cv,73,qwen3_8b,Qwen3-8B,always_nl,Always NL,1081,0.5605920444033302,0.0
control_cv,73,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1081,0.5541165587419057,1.0
control_cv,73,qwen3_8b,Qwen3-8B,query_router,Query Router,1081,0.5642923219241444,0.635522664199815
control_cv,73,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1081,0.5698427382053654,0.6521739130434783
control_cv,74,qwen3_8b,Qwen3-8B,always_nl,Always NL,1018,0.5491159135559921,0.0
control_cv,74,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1018,0.5314341846758349,1.0
control_cv,74,qwen3_8b,Qwen3-8B,query_router,Query Router,1018,0.5451866404715128,0.7328094302554028
control_cv,74,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1018,0.5451866404715128,0.5088408644400786
control_cv,75,qwen3_8b,Qwen3-8B,always_nl,Always NL,1036,0.5357142857142857,0.0
control_cv,75,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1036,0.5482625482625483,1.0
control_cv,75,qwen3_8b,Qwen3-8B,query_router,Query Router,1036,0.5453667953667953,0.6225868725868726
control_cv,75,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1036,0.5492277992277992,0.638030888030888
control_cv,76,qwen3_8b,Qwen3-8B,always_nl,Always NL,1119,0.5513851653261841,0.0
control_cv,76,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1119,0.5567470956210903,1.0
control_cv,76,qwen3_8b,Qwen3-8B,query_router,Query Router,1119,0.5585344057193923,0.6184092940125112
control_cv,76,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1119,0.5638963360142984,0.5665773011617515
control_cv,77,qwen3_8b,Qwen3-8B,always_nl,Always NL,1048,0.5601145038167938,0.0
control_cv,77,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1048,0.5620229007633588,1.0
control_cv,77,qwen3_8b,Qwen3-8B,query_router,Query Router,1048,0.5677480916030534,0.7471374045801527
control_cv,77,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1048,0.5696564885496184,0.5248091603053435
control_cv,78,qwen3_8b,Qwen3-8B,always_nl,Always NL,1032,0.5755813953488372,0.0
control_cv,78,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1032,0.5746124031007752,1.0
control_cv,78,qwen3_8b,Qwen3-8B,query_router,Query Router,1032,0.5813953488372093,0.627906976744186
control_cv,78,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1032,0.5813953488372093,0.564922480620155
control_cv,79,qwen3_8b,Qwen3-8B,always_nl,Always NL,1105,0.567420814479638,0.0
control_cv,79,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1105,0.5683257918552036,1.0
control_cv,79,qwen3_8b,Qwen3-8B,query_router,Query Router,1105,0.5764705882352941,0.6271493212669683
control_cv,79,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1105,0.5809954751131222,0.7656108597285067
control_cv,80,qwen3_8b,Qwen3-8B,always_nl,Always NL,1033,0.5643756050338818,0.0
control_cv,80,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1033,0.5556631171345595,1.0
control_cv,80,qwen3_8b,Qwen3-8B,query_router,Query Router,1033,0.57405614714424,0.7647628267182962
control_cv,80,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1033,0.5634075508228461,0.7115198451113263
control_cv,81,qwen3_8b,Qwen3-8B,always_nl,Always NL,968,0.5423553719008265,0.0
control_cv,81,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,968,0.5619834710743802,1.0
control_cv,81,qwen3_8b,Qwen3-8B,query_router,Query Router,968,0.5609504132231405,0.6239669421487604
control_cv,81,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,968,0.5609504132231405,0.4927685950413223
control_cv,82,qwen3_8b,Qwen3-8B,always_nl,Always NL,1144,0.5708041958041958,0.0
control_cv,82,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1144,0.5655594405594405,1.0
control_cv,82,qwen3_8b,Qwen3-8B,query_router,Query Router,1144,0.5786713286713286,0.8758741258741258
control_cv,82,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1144,0.5786713286713286,0.7124125874125874
control_cv,83,qwen3_8b,Qwen3-8B,always_nl,Always NL,992,0.5201612903225806,0.0
control_cv,83,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,992,0.5332661290322581,1.0
control_cv,83,qwen3_8b,Qwen3-8B,query_router,Query Router,992,0.5453629032258065,0.6320564516129032
control_cv,83,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,992,0.5453629032258065,0.5725806451612904
control_cv,84,qwen3_8b,Qwen3-8B,always_nl,Always NL,966,0.5476190476190477,0.0
control_cv,84,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,966,0.562111801242236,1.0
control_cv,84,qwen3_8b,Qwen3-8B,query_router,Query Router,966,0.5610766045548654,0.6387163561076604
control_cv,84,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,966,0.5693581780538303,0.5424430641821946
control_cv,85,qwen3_8b,Qwen3-8B,always_nl,Always NL,1065,0.5521126760563381,0.0
control_cv,85,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1065,0.5539906103286385,1.0
control_cv,85,qwen3_8b,Qwen3-8B,query_router,Query Router,1065,0.5586854460093896,0.5934272300469483
control_cv,85,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1065,0.5577464788732395,0.36901408450704226
control_cv,86,qwen3_8b,Qwen3-8B,always_nl,Always NL,1159,0.551337359792925,0.0
control_cv,86,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1159,0.548748921484038,1.0
control_cv,86,qwen3_8b,Qwen3-8B,query_router,Query Router,1159,0.5539257981018119,0.49352890422778256
control_cv,86,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1159,0.5409836065573771,0.5375323554788611
control_cv,87,qwen3_8b,Qwen3-8B,always_nl,Always NL,978,0.5552147239263804,0.0
control_cv,87,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,978,0.5633946830265849,1.0
control_cv,87,qwen3_8b,Qwen3-8B,query_router,Query Router,978,0.565439672801636,0.6186094069529653
control_cv,87,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,978,0.558282208588957,0.5480572597137015
control_cv,88,qwen3_8b,Qwen3-8B,always_nl,Always NL,1110,0.5657657657657658,0.0
control_cv,88,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1110,0.5720720720720721,1.0
control_cv,88,qwen3_8b,Qwen3-8B,query_router,Query Router,1110,0.5747747747747748,0.6009009009009009
control_cv,88,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1110,0.5774774774774775,0.4810810810810811
control_cv,89,qwen3_8b,Qwen3-8B,always_nl,Always NL,1155,0.5783549783549784,0.0
control_cv,89,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1155,0.574025974025974,1.0
control_cv,89,qwen3_8b,Qwen3-8B,query_router,Query Router,1155,0.5835497835497836,0.8692640692640693
control_cv,89,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1155,0.5878787878787879,0.5887445887445888
control_cv,90,qwen3_8b,Qwen3-8B,always_nl,Always NL,1134,0.5811287477954145,0.0
control_cv,90,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1134,0.5970017636684304,1.0
control_cv,90,qwen3_8b,Qwen3-8B,query_router,Query Router,1134,0.5961199294532628,0.6349206349206349
control_cv,90,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1134,0.5943562610229277,0.5
control_cv,91,qwen3_8b,Qwen3-8B,always_nl,Always NL,1026,0.5682261208576999,0.0
control_cv,91,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1026,0.564327485380117,1.0
control_cv,91,qwen3_8b,Qwen3-8B,query_router,Query Router,1026,0.580896686159844,0.7348927875243665
