eval_set,split,model,model_display_name,prompt_mode,prompt_condition,n,accuracy,symbolic_selection_rate
control_cv,63,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1143,0.5896762904636921,1.0
control_cv,63,qwen3_4b,Qwen3-4B,query_router,Query Router,1143,0.5888013998250219,0.49606299212598426
control_cv,63,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1143,0.5958005249343832,0.4435695538057743
control_cv,64,qwen3_4b,Qwen3-4B,always_nl,Always NL,1035,0.5932367149758454,0.0
control_cv,64,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1035,0.5748792270531401,1.0
control_cv,64,qwen3_4b,Qwen3-4B,query_router,Query Router,1035,0.58743961352657,0.8898550724637682
control_cv,64,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1035,0.5961352657004831,0.6202898550724638
control_cv,65,qwen3_4b,Qwen3-4B,always_nl,Always NL,998,0.5851703406813628,0.0
control_cv,65,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,998,0.5831663326653307,1.0
control_cv,65,qwen3_4b,Qwen3-4B,query_router,Query Router,998,0.594188376753507,0.6432865731462926
control_cv,65,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,998,0.5821643286573146,0.43587174348697394
control_cv,66,qwen3_4b,Qwen3-4B,always_nl,Always NL,1060,0.5650943396226416,0.0
control_cv,66,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1060,0.5547169811320755,1.0
control_cv,66,qwen3_4b,Qwen3-4B,query_router,Query Router,1060,0.5650943396226416,0.5801886792452831
control_cv,66,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1060,0.5660377358490566,0.5150943396226415
control_cv,67,qwen3_4b,Qwen3-4B,always_nl,Always NL,954,0.5796645702306079,0.0
control_cv,67,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,954,0.5807127882599581,1.0
control_cv,67,qwen3_4b,Qwen3-4B,query_router,Query Router,954,0.5911949685534591,0.48742138364779874
control_cv,67,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,954,0.5974842767295597,0.5618448637316562
control_cv,68,qwen3_4b,Qwen3-4B,always_nl,Always NL,969,0.5614035087719298,0.0
control_cv,68,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,969,0.5696594427244582,1.0
control_cv,68,qwen3_4b,Qwen3-4B,query_router,Query Router,969,0.5717234262125903,0.3415892672858617
control_cv,68,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,969,0.5892672858617131,0.43550051599587203
control_cv,69,qwen3_4b,Qwen3-4B,always_nl,Always NL,1051,0.5699333967649858,0.0
control_cv,69,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1051,0.588011417697431,1.0
control_cv,69,qwen3_4b,Qwen3-4B,query_router,Query Router,1051,0.5803996194100857,0.3815413891531874
control_cv,69,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1051,0.5975261655566128,0.5413891531874405
control_cv,70,qwen3_4b,Qwen3-4B,always_nl,Always NL,1086,0.5662983425414365,0.0
control_cv,70,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1086,0.5948434622467772,1.0
control_cv,70,qwen3_4b,Qwen3-4B,query_router,Query Router,1086,0.58195211786372,0.5165745856353591
control_cv,70,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1086,0.585635359116022,0.44659300184162065
control_cv,71,qwen3_4b,Qwen3-4B,always_nl,Always NL,1053,0.5650522317188984,0.0
control_cv,71,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1053,0.5707502374169041,1.0
control_cv,71,qwen3_4b,Qwen3-4B,query_router,Query Router,1053,0.5546058879392213,0.5299145299145299
control_cv,71,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1053,0.5716999050332384,0.4691358024691358
control_cv,72,qwen3_4b,Qwen3-4B,always_nl,Always NL,997,0.5947843530591775,0.0
control_cv,72,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,997,0.6178535606820461,1.0
control_cv,72,qwen3_4b,Qwen3-4B,query_router,Query Router,997,0.6058174523570712,0.3630892678034102
control_cv,72,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,997,0.6188565697091274,0.46238716148445336
control_cv,73,qwen3_4b,Qwen3-4B,always_nl,Always NL,1081,0.5707678075855689,0.0
control_cv,73,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1081,0.5605920444033302,1.0
control_cv,73,qwen3_4b,Qwen3-4B,query_router,Query Router,1081,0.5707678075855689,0.4976873265494912
control_cv,73,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1081,0.5633672525439408,0.5578168362627197
control_cv,74,qwen3_4b,Qwen3-4B,always_nl,Always NL,1018,0.6021611001964636,0.0
control_cv,74,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1018,0.5943025540275049,1.0
control_cv,74,qwen3_4b,Qwen3-4B,query_router,Query Router,1018,0.600196463654224,0.6424361493123772
control_cv,74,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1018,0.5992141453831041,0.39096267190569745
control_cv,75,qwen3_4b,Qwen3-4B,always_nl,Always NL,1036,0.5694980694980695,0.0
control_cv,75,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1036,0.5694980694980695,1.0
control_cv,75,qwen3_4b,Qwen3-4B,query_router,Query Router,1036,0.5859073359073359,0.6216216216216216
control_cv,75,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1036,0.5791505791505791,0.5077220077220077
control_cv,76,qwen3_4b,Qwen3-4B,always_nl,Always NL,1119,0.5746201966041108,0.0
control_cv,76,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1119,0.5746201966041108,1.0
control_cv,76,qwen3_4b,Qwen3-4B,query_router,Query Router,1119,0.5773011617515639,0.6353887399463807
control_cv,76,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1119,0.5844504021447721,0.5040214477211796
control_cv,77,qwen3_4b,Qwen3-4B,always_nl,Always NL,1048,0.5515267175572519,0.0
control_cv,77,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1048,0.5830152671755725,1.0
control_cv,77,qwen3_4b,Qwen3-4B,query_router,Query Router,1048,0.5706106870229007,0.3950381679389313
control_cv,77,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1048,0.5811068702290076,0.2948473282442748
control_cv,78,qwen3_4b,Qwen3-4B,always_nl,Always NL,1032,0.5939922480620154,0.0
control_cv,78,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1032,0.5891472868217055,1.0
control_cv,78,qwen3_4b,Qwen3-4B,query_router,Query Router,1032,0.5939922480620154,0.7567829457364341
control_cv,78,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1032,0.5978682170542635,0.5552325581395349
control_cv,79,qwen3_4b,Qwen3-4B,always_nl,Always NL,1105,0.5773755656108597,0.0
control_cv,79,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1105,0.5936651583710407,1.0
control_cv,79,qwen3_4b,Qwen3-4B,query_router,Query Router,1105,0.5782805429864254,0.5013574660633484
control_cv,79,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1105,0.5846153846153846,0.5122171945701357
control_cv,80,qwen3_4b,Qwen3-4B,always_nl,Always NL,1033,0.5992255566311714,0.0
control_cv,80,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1033,0.5885769603097774,1.0
control_cv,80,qwen3_4b,Qwen3-4B,query_router,Query Router,1033,0.601161665053243,0.5934172313649564
control_cv,80,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1033,0.6108422071636012,0.6060019361084221
control_cv,81,qwen3_4b,Qwen3-4B,always_nl,Always NL,968,0.5475206611570248,0.0
control_cv,81,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,968,0.5764462809917356,1.0
control_cv,81,qwen3_4b,Qwen3-4B,query_router,Query Router,968,0.5454545454545454,0.25413223140495866
control_cv,81,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,968,0.5661157024793388,0.3574380165289256
control_cv,82,qwen3_4b,Qwen3-4B,always_nl,Always NL,1144,0.590034965034965,0.0
control_cv,82,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1144,0.6083916083916084,1.0
control_cv,82,qwen3_4b,Qwen3-4B,query_router,Query Router,1144,0.6092657342657343,0.5
control_cv,82,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1144,0.6048951048951049,0.40734265734265734
control_cv,83,qwen3_4b,Qwen3-4B,always_nl,Always NL,992,0.5584677419354839,0.0
control_cv,83,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,992,0.5544354838709677,1.0
control_cv,83,qwen3_4b,Qwen3-4B,query_router,Query Router,992,0.5665322580645161,0.48185483870967744
control_cv,83,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,992,0.563508064516129,0.594758064516129
control_cv,84,qwen3_4b,Qwen3-4B,always_nl,Always NL,966,0.5838509316770186,0.0
control_cv,84,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,966,0.5890269151138716,1.0
control_cv,84,qwen3_4b,Qwen3-4B,query_router,Query Router,966,0.598343685300207,0.5993788819875776
control_cv,84,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,966,0.6045548654244306,0.5248447204968945
control_cv,85,qwen3_4b,Qwen3-4B,always_nl,Always NL,1065,0.5755868544600939,0.0
control_cv,85,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1065,0.6093896713615023,1.0
control_cv,85,qwen3_4b,Qwen3-4B,query_router,Query Router,1065,0.5981220657276995,0.2647887323943662
control_cv,85,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1065,0.596244131455399,0.3624413145539906
control_cv,86,qwen3_4b,Qwen3-4B,always_nl,Always NL,1159,0.5677308024158757,0.0
control_cv,86,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1159,0.5780845556514237,1.0
control_cv,86,qwen3_4b,Qwen3-4B,query_router,Query Router,1159,0.5849870578084556,0.3744607420189819
control_cv,86,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1159,0.5858498705780846,0.48748921484037966
control_cv,87,qwen3_4b,Qwen3-4B,always_nl,Always NL,978,0.5848670756646217,0.0
control_cv,87,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,978,0.6104294478527608,1.0
control_cv,87,qwen3_4b,Qwen3-4B,query_router,Query Router,978,0.6032719836400818,0.25766871165644173
control_cv,87,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,978,0.6114519427402862,0.37321063394683024
control_cv,88,qwen3_4b,Qwen3-4B,always_nl,Always NL,1110,0.5747747747747748,0.0
control_cv,88,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1110,0.5747747747747748,1.0
control_cv,88,qwen3_4b,Qwen3-4B,query_router,Query Router,1110,0.5756756756756757,0.6243243243243243
control_cv,88,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1110,0.5891891891891892,0.5720720720720721
control_cv,89,qwen3_4b,Qwen3-4B,always_nl,Always NL,1155,0.5930735930735931,0.0
control_cv,89,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1155,0.5878787878787879,1.0
control_cv,89,qwen3_4b,Qwen3-4B,query_router,Query Router,1155,0.5991341991341992,0.6155844155844156
control_cv,89,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1155,0.6017316017316018,0.5316017316017316
control_cv,90,qwen3_4b,Qwen3-4B,always_nl,Always NL,1134,0.5679012345679012,0.0
control_cv,90,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1134,0.5828924162257496,1.0
control_cv,90,qwen3_4b,Qwen3-4B,query_router,Query Router,1134,0.5837742504409171,0.37566137566137564
control_cv,90,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1134,0.5873015873015873,0.40299823633156967
control_cv,91,qwen3_4b,Qwen3-4B,always_nl,Always NL,1026,0.5974658869395711,0.0
control_cv,91,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1026,0.5984405458089669,1.0
control_cv,91,qwen3_4b,Qwen3-4B,query_router,Query Router,1026,0.6062378167641326,0.7709551656920078
control_cv,91,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1026,0.6052631578947368,0.6608187134502924
control_cv,92,qwen3_4b,Qwen3-4B,always_nl,Always NL,1008,0.5783730158730159,0.0
control_cv,92,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1008,0.6031746031746031,1.0
control_cv,92,qwen3_4b,Qwen3-4B,query_router,Query Router,1008,0.5902777777777778,0.251984126984127
control_cv,92,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1008,0.6021825396825397,0.3958333333333333
control_cv,93,qwen3_4b,Qwen3-4B,always_nl,Always NL,1048,0.5849236641221374,0.0
control_cv,93,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1048,0.5811068702290076,1.0
control_cv,93,qwen3_4b,Qwen3-4B,query_router,Query Router,1048,0.5830152671755725,0.4856870229007634
control_cv,93,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1048,0.5906488549618321,0.44561068702290074
control_cv,94,qwen3_4b,Qwen3-4B,always_nl,Always NL,1067,0.5895032802249297,0.0
control_cv,94,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1067,0.5651358950328023,1.0
control_cv,94,qwen3_4b,Qwen3-4B,query_router,Query Router,1067,0.5613870665417057,0.7497656982193065
control_cv,94,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1067,0.5745079662605436,0.60543580131209
control_cv,95,qwen3_4b,Qwen3-4B,always_nl,Always NL,1040,0.5759615384615384,0.0
control_cv,95,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1040,0.5855769230769231,1.0
control_cv,95,qwen3_4b,Qwen3-4B,query_router,Query Router,1040,0.5894230769230769,0.4855769230769231
control_cv,95,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1040,0.5980769230769231,0.5240384615384616
control_cv,96,qwen3_4b,Qwen3-4B,always_nl,Always NL,1057,0.5629139072847682,0.0
control_cv,96,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1057,0.6007568590350048,1.0
control_cv,96,qwen3_4b,Qwen3-4B,query_router,Query Router,1057,0.5808893093661306,0.3973509933774834
control_cv,96,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1057,0.5922421948912016,0.4181646168401135
control_cv,97,qwen3_4b,Qwen3-4B,always_nl,Always NL,1031,0.5897187196896218,0.0
control_cv,97,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,1031,0.6013579049466538,1.0
control_cv,97,qwen3_4b,Qwen3-4B,query_router,Query Router,1031,0.6071774975751697,0.5169738118331717
control_cv,97,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,1031,0.6023278370514064,0.39864209505334625
control_cv,98,qwen3_4b,Qwen3-4B,always_nl,Always NL,927,0.5997842502696872,0.0
control_cv,98,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,927,0.5911542610571737,1.0
control_cv,98,qwen3_4b,Qwen3-4B,query_router,Query Router,927,0.5879180151024811,0.7669902912621359
control_cv,98,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,927,0.5965480043149946,0.7551240560949298
control_cv,99,qwen3_4b,Qwen3-4B,always_nl,Always NL,897,0.5964325529542921,0.0
control_cv,99,qwen3_4b,Qwen3-4B,always_symbolic,Always Symbolic,897,0.5908584169453734,1.0
control_cv,99,qwen3_4b,Qwen3-4B,query_router,Query Router,897,0.6020066889632107,0.7369007803790413
control_cv,99,qwen3_4b,Qwen3-4B,confidence_by_query,Confidence Router,897,0.6120401337792643,0.6075808249721293
control_cv,0,qwen3_8b,Qwen3-8B,always_nl,Always NL,1072,0.5727611940298507,0.0
control_cv,0,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1072,0.5736940298507462,1.0
control_cv,0,qwen3_8b,Qwen3-8B,query_router,Query Router,1072,0.5755597014925373,0.6343283582089553
control_cv,0,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1072,0.5839552238805971,0.6044776119402985
control_cv,1,qwen3_8b,Qwen3-8B,always_nl,Always NL,1020,0.5588235294117647,0.0
control_cv,1,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1020,0.5696078431372549,1.0
control_cv,1,qwen3_8b,Qwen3-8B,query_router,Query Router,1020,0.5715686274509804,0.6372549019607843
control_cv,1,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1020,0.5696078431372549,0.55
control_cv,2,qwen3_8b,Qwen3-8B,always_nl,Always NL,1074,0.5549348230912476,0.0
control_cv,2,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1074,0.5614525139664804,1.0
control_cv,2,qwen3_8b,Qwen3-8B,query_router,Query Router,1074,0.5614525139664804,0.6201117318435754
control_cv,2,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1074,0.5595903165735568,0.4851024208566108
control_cv,3,qwen3_8b,Qwen3-8B,always_nl,Always NL,1035,0.5671497584541063,0.0
control_cv,3,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1035,0.5661835748792271,1.0
control_cv,3,qwen3_8b,Qwen3-8B,query_router,Query Router,1035,0.5710144927536231,0.7574879227053141
control_cv,3,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1035,0.5700483091787439,0.6946859903381642
control_cv,4,qwen3_8b,Qwen3-8B,always_nl,Always NL,911,0.5653128430296378,0.0
control_cv,4,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,911,0.5565312843029637,1.0
control_cv,4,qwen3_8b,Qwen3-8B,query_router,Query Router,911,0.5675082327113062,0.8737650933040615
control_cv,4,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,911,0.5718990120746432,0.6487376509330406
control_cv,5,qwen3_8b,Qwen3-8B,always_nl,Always NL,978,0.5511247443762781,0.0
control_cv,5,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,978,0.5449897750511248,1.0
control_cv,5,qwen3_8b,Qwen3-8B,query_router,Query Router,978,0.5552147239263804,0.8803680981595092
control_cv,5,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,978,0.5531697341513292,0.7402862985685071
control_cv,6,qwen3_8b,Qwen3-8B,always_nl,Always NL,1035,0.5777777777777777,0.0
control_cv,6,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1035,0.5642512077294686,1.0
control_cv,6,qwen3_8b,Qwen3-8B,query_router,Query Router,1035,0.5719806763285025,0.7333333333333333
control_cv,6,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1035,0.5806763285024155,0.591304347826087
control_cv,7,qwen3_8b,Qwen3-8B,always_nl,Always NL,1069,0.5594013096351731,0.0
control_cv,7,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1069,0.5612722170252572,1.0
control_cv,7,qwen3_8b,Qwen3-8B,query_router,Query Router,1069,0.5762394761459307,0.627689429373246
control_cv,7,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1069,0.558465855940131,0.5416276894293732
control_cv,8,qwen3_8b,Qwen3-8B,always_nl,Always NL,980,0.5775510204081633,0.0
control_cv,8,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,980,0.5571428571428572,1.0
control_cv,8,qwen3_8b,Qwen3-8B,query_router,Query Router,980,0.5581632653061225,0.7428571428571429
control_cv,8,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,980,0.5806122448979592,0.7306122448979592
control_cv,9,qwen3_8b,Qwen3-8B,always_nl,Always NL,1082,0.5480591497227357,0.0
control_cv,9,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1082,0.5619223659889094,1.0
control_cv,9,qwen3_8b,Qwen3-8B,query_router,Query Router,1082,0.5674676524953789,0.6349353049907579
control_cv,9,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1082,0.5646950092421442,0.477818853974122
control_cv,10,qwen3_8b,Qwen3-8B,always_nl,Always NL,969,0.5500515995872033,0.0
control_cv,10,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,969,0.5335397316821465,1.0
control_cv,10,qwen3_8b,Qwen3-8B,query_router,Query Router,969,0.5552115583075335,0.7461300309597523
control_cv,10,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,969,0.5459236326109391,0.7069143446852425
control_cv,11,qwen3_8b,Qwen3-8B,always_nl,Always NL,992,0.563508064516129,0.0
control_cv,11,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,992,0.5574596774193549,1.0
control_cv,11,qwen3_8b,Qwen3-8B,query_router,Query Router,992,0.5645161290322581,0.7379032258064516
control_cv,11,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,992,0.5745967741935484,0.42338709677419356
control_cv,12,qwen3_8b,Qwen3-8B,always_nl,Always NL,1169,0.5671514114627887,0.0
control_cv,12,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1169,0.5739948674080411,1.0
control_cv,12,qwen3_8b,Qwen3-8B,query_router,Query Router,1169,0.5774165953806673,0.6313088109495295
control_cv,12,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1169,0.5825491873396065,0.5320786997433704
control_cv,13,qwen3_8b,Qwen3-8B,always_nl,Always NL,997,0.5456369107321966,0.0
control_cv,13,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,997,0.5566700100300903,1.0
control_cv,13,qwen3_8b,Qwen3-8B,query_router,Query Router,997,0.5616850551654965,0.48144433299899697
control_cv,13,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,997,0.5656970912738215,0.47342026078234706
control_cv,14,qwen3_8b,Qwen3-8B,always_nl,Always NL,1018,0.568762278978389,0.0
control_cv,14,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1018,0.574656188605108,1.0
control_cv,14,qwen3_8b,Qwen3-8B,query_router,Query Router,1018,0.5766208251473477,0.46070726915520627
control_cv,14,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1018,0.5834970530451866,0.4911591355599214
control_cv,15,qwen3_8b,Qwen3-8B,always_nl,Always NL,1216,0.5649671052631579,0.0
control_cv,15,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1216,0.5789473684210527,1.0
control_cv,15,qwen3_8b,Qwen3-8B,query_router,Query Router,1216,0.5822368421052632,0.6299342105263158
control_cv,15,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1216,0.5912828947368421,0.5337171052631579
control_cv,16,qwen3_8b,Qwen3-8B,always_nl,Always NL,1065,0.5267605633802817,0.0
control_cv,16,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1065,0.5417840375586854,1.0
control_cv,16,qwen3_8b,Qwen3-8B,query_router,Query Router,1065,0.5511737089201878,0.5004694835680751
control_cv,16,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1065,0.5370892018779343,0.46854460093896716
control_cv,17,qwen3_8b,Qwen3-8B,always_nl,Always NL,962,0.5727650727650727,0.0
control_cv,17,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,962,0.579002079002079,1.0
control_cv,17,qwen3_8b,Qwen3-8B,query_router,Query Router,962,0.5862785862785863,0.7422037422037422
control_cv,17,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,962,0.5873180873180873,0.5280665280665281
control_cv,18,qwen3_8b,Qwen3-8B,always_nl,Always NL,1116,0.557347670250896,0.0
control_cv,18,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1116,0.5510752688172043,1.0
control_cv,18,qwen3_8b,Qwen3-8B,query_router,Query Router,1116,0.5654121863799283,0.8718637992831542
control_cv,18,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1116,0.5761648745519713,0.5761648745519713
control_cv,19,qwen3_8b,Qwen3-8B,always_nl,Always NL,1006,0.5526838966202783,0.0
control_cv,19,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1006,0.5715705765407555,1.0
control_cv,19,qwen3_8b,Qwen3-8B,query_router,Query Router,1006,0.5596421471172962,0.3856858846918489
control_cv,19,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1006,0.5745526838966203,0.43339960238568587
control_cv,20,qwen3_8b,Qwen3-8B,always_nl,Always NL,969,0.5799793601651186,0.0
control_cv,20,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,969,0.5727554179566563,1.0
control_cv,20,qwen3_8b,Qwen3-8B,query_router,Query Router,969,0.5882352941176471,0.7368421052631579
control_cv,20,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,969,0.5841073271413829,0.47987616099071206
control_cv,21,qwen3_8b,Qwen3-8B,always_nl,Always NL,1062,0.559322033898305,0.0
control_cv,21,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1062,0.5574387947269304,1.0
control_cv,21,qwen3_8b,Qwen3-8B,query_router,Query Router,1062,0.5696798493408662,0.7269303201506592
control_cv,21,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1062,0.559322033898305,0.6101694915254238
control_cv,22,qwen3_8b,Qwen3-8B,always_nl,Always NL,1024,0.5546875,0.0
control_cv,22,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1024,0.5615234375,1.0
control_cv,22,qwen3_8b,Qwen3-8B,query_router,Query Router,1024,0.576171875,0.6416015625
control_cv,22,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1024,0.5703125,0.4619140625
control_cv,23,qwen3_8b,Qwen3-8B,always_nl,Always NL,960,0.5770833333333333,0.0
control_cv,23,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,960,0.5739583333333333,1.0
control_cv,23,qwen3_8b,Qwen3-8B,query_router,Query Router,960,0.5822916666666667,0.7666666666666667
control_cv,23,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,960,0.5875,0.6
control_cv,24,qwen3_8b,Qwen3-8B,always_nl,Always NL,1089,0.559228650137741,0.0
control_cv,24,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1089,0.5564738292011019,1.0
control_cv,24,qwen3_8b,Qwen3-8B,query_router,Query Router,1089,0.5757575757575758,0.7539026629935721
control_cv,24,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1089,0.5748393021120294,0.6850321395775941
control_cv,25,qwen3_8b,Qwen3-8B,always_nl,Always NL,1023,0.5610948191593352,0.0
control_cv,25,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1023,0.5610948191593352,1.0
control_cv,25,qwen3_8b,Qwen3-8B,query_router,Query Router,1023,0.5689149560117303,0.7497556207233627
control_cv,25,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1023,0.5689149560117303,0.7018572825024438
control_cv,26,qwen3_8b,Qwen3-8B,always_nl,Always NL,1185,0.5637130801687764,0.0
control_cv,26,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,1185,0.5746835443037974,1.0
control_cv,26,qwen3_8b,Qwen3-8B,query_router,Query Router,1185,0.5611814345991561,0.4962025316455696
control_cv,26,qwen3_8b,Qwen3-8B,confidence_by_query,Confidence Router,1185,0.5738396624472574,0.5324894514767933
control_cv,27,qwen3_8b,Qwen3-8B,always_nl,Always NL,979,0.575076608784474,0.0
control_cv,27,qwen3_8b,Qwen3-8B,always_symbolic,Always Symbolic,979,0.5638406537282942,1.0
