eval_set,model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,n_pairs,n_valid_pairs,strict_ccc,correct_flip_rate,wrong_flip_rate,invariant_yes_rate,invariant_no_rate,scca,signed_ccc,invalid_pair_rate,split
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1901,1901,0.4765912677538138,0.3019463440294582,0.1746449237243556,0.12572330352446082,0.3976854287217254,0.3019463440294582,0.12730142030510258,0.0,49
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1901,1901,0.407154129405576,0.2630194634402946,0.14413466596528143,0.13624408206207259,0.4566017885323514,0.2630194634402946,0.11888479747501315,0.0,49
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1901,1901,0.4134665965281431,0.26512361914781696,0.14834297738032615,0.11941083640189375,0.4671225670699632,0.26512361914781696,0.11678064176749081,0.0,49
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1673,1673,0.3532576210400478,0.24267782426778242,0.11057979677226538,0.13209802749551702,0.5146443514644351,0.24267782426778242,0.13209802749551702,0.0,50
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1673,1673,0.4710101613867304,0.3335325762104005,0.13747758517632994,0.08726838015540944,0.44172145845786015,0.3335325762104005,0.19605499103407056,0.0,50
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1673,1673,0.4130304841601913,0.29348475791990436,0.1195457262402869,0.09025702331141662,0.4967124925283921,0.29348475791990436,0.17393903167961744,0.0,50
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1673,1673,0.4190077704722056,0.29228930065750147,0.12671846981470414,0.08009563658099222,0.5008965929468021,0.29228930065750147,0.16557083084279733,0.0,50
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1763,1763,0.3210436755530346,0.2013613159387408,0.11968235961429381,0.21724333522404993,0.4617129892229155,0.2013613159387408,0.08167895632444698,0.0,51
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1763,1763,0.4577424844015882,0.2745320476460579,0.18321043675553034,0.13556437889960296,0.40669313669880885,0.2745320476460579,0.09132161089052754,0.0,51
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1763,1763,0.3970504821327283,0.25865002836074874,0.13840045377197957,0.1650595575723199,0.4378899602949518,0.25865002836074874,0.12024957458876917,0.0,51
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1763,1763,0.37833238797504254,0.2319909245604084,0.14634146341463414,0.18264322178105502,0.43902439024390244,0.2319909245604084,0.08564946114577426,0.0,51
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1967,1967,0.3802745297407219,0.28774783934926285,0.09252669039145907,0.2333502796136248,0.3863751906456533,0.28774783934926285,0.1952211489578038,0.0,52
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1967,1967,0.5226232841891205,0.3868835790543976,0.13573970513472292,0.12760549059481444,0.3497712252160651,0.3868835790543976,0.25114387391967463,0.0,52
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1967,1967,0.4407727503812913,0.33451957295373663,0.10625317742755465,0.18810371123538383,0.37112353838332485,0.33451957295373663,0.228266395526182,0.0,52
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1967,1967,0.42907981698017283,0.3289273004575496,0.10015251652262329,0.20742247076766648,0.36349771225216065,0.3289273004575496,0.22877478393492628,0.0,52
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1679,1679,0.4050029779630733,0.3025610482430018,0.10244192972007148,0.197736748064324,0.3972602739726027,0.3025610482430018,0.2001191185229303,0.0,53
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1679,1679,0.5229303156640858,0.3835616438356164,0.13936867182846932,0.10899344848123883,0.3680762358546754,0.3835616438356164,0.2441929720071471,0.0,53
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1679,1679,0.4258487194758785,0.32459797498511017,0.10125074449076832,0.1542584871947588,0.4198927933293627,0.32459797498511017,0.22334723049434185,0.0,53
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1679,1679,0.4288266825491364,0.31983323406789754,0.10899344848123883,0.1649791542584872,0.4061941631923764,0.31983323406789754,0.21083978558665872,0.0,53
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1971,1971,0.39167935058346015,0.2917300862506342,0.09994926433282597,0.22577371892440384,0.38254693049213595,0.2917300862506342,0.1917808219178082,0.0,54
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1971,1971,0.504312531709792,0.3602232369355657,0.14408929477422627,0.1339421613394216,0.3617453069507864,0.3602232369355657,0.2161339421613394,0.0,54
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1971,1971,0.4383561643835616,0.33840690005073565,0.09994926433282597,0.1872146118721461,0.3744292237442922,0.33840690005073565,0.23845763571790968,0.0,54
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1971,1971,0.4134956874682902,0.3150684931506849,0.09842719431760527,0.2070015220700152,0.37950279046169455,0.3150684931506849,0.21664129883307964,0.0,54
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1759,1759,0.3655486071631609,0.2609437180216032,0.1046048891415577,0.27231381466742466,0.36213757816941444,0.2609437180216032,0.15633882888004552,0.0,55
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1759,1759,0.48379761227970436,0.3337123365548607,0.15008527572484365,0.15974985787379192,0.3564525298465037,0.3337123365548607,0.18362706083001706,0.0,55
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1759,1759,0.40648095508811827,0.2893689596361569,0.11711199545196134,0.24161455372370666,0.3519044911881751,0.2893689596361569,0.17225696418419556,0.0,55
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1759,1759,0.41557703240477545,0.2922114837976123,0.12336554860716316,0.2143263217737351,0.3700966458214895,0.2922114837976123,0.16884593519044916,0.0,55
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1583,1583,0.38660770688566015,0.26595072646873025,0.12065698041692988,0.13581806696146556,0.4775742261528743,0.26595072646873025,0.14529374605180037,0.0,56
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1583,1583,0.4655716993051169,0.30701200252684774,0.15855969677826912,0.0998104864181933,0.43461781427668983,0.30701200252684774,0.14845230574857862,0.0,56
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1583,1583,0.4295641187618446,0.2899557801642451,0.1396083385975995,0.09602021478205938,0.474415666456096,0.2899557801642451,0.15034744156664562,0.0,56
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1583,1583,0.4403032217308907,0.2943777637397347,0.14592545799115603,0.08780795957043588,0.4718888186986734,0.2943777637397347,0.14845230574857865,0.0,56
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1731,1731,0.37435008665511266,0.2657423454650491,0.10860774119006354,0.1588677065280185,0.4667822068168689,0.2657423454650491,0.15713460427498555,0.0,57
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1731,1731,0.4725592143269786,0.3339110340843443,0.1386481802426343,0.11438474870017332,0.41305603697284804,0.3339110340843443,0.19526285384171,0.0,57
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1731,1731,0.41074523396880414,0.30155979202772965,0.10918544194107452,0.1317157712305026,0.45753899480069327,0.30155979202772965,0.19237435008665513,0.0,57
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1731,1731,0.4078567302137493,0.29462738301559793,0.11322934719815136,0.11611785095320624,0.4760254188330445,0.29462738301559793,0.18139803581744657,0.0,57
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1888,1888,0.3601694915254237,0.2669491525423729,0.09322033898305085,0.2378177966101695,0.4020127118644068,0.2669491525423729,0.17372881355932204,0.0,58
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1888,1888,0.4962923728813559,0.3522245762711864,0.1440677966101695,0.12552966101694915,0.3781779661016949,0.3522245762711864,0.20815677966101692,0.0,58
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1888,1888,0.4014830508474576,0.295021186440678,0.10646186440677965,0.19809322033898305,0.4004237288135593,0.295021186440678,0.18855932203389833,0.0,58
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1888,1888,0.4438559322033898,0.326271186440678,0.11758474576271187,0.14883474576271186,0.4073093220338983,0.326271186440678,0.2086864406779661,0.0,58
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1889,1889,0.4123875066172578,0.3096876654314452,0.1026998411858126,0.27792482795129697,0.3096876654314452,0.3096876654314452,0.2069878242456326,0.0,59
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1889,1889,0.5193223928004235,0.3700370566437268,0.14928533615669667,0.15352038115404976,0.3271572260455267,0.3700370566437268,0.22075172048703015,0.0,59
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1889,1889,0.46161990471148756,0.35997882477501325,0.10164107993647432,0.23028057173107463,0.3080995235574378,0.35997882477501325,0.25833774483853894,0.0,59
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1889,1889,0.42191635786130227,0.32027527792482796,0.10164107993647432,0.2657490735839068,0.3123345685547909,0.32027527792482796,0.21863419798835365,0.0,59
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1706,1706,0.3698710433763189,0.2813599062133646,0.08851113716295428,0.18757327080890973,0.4425556858147714,0.2813599062133646,0.19284876905041032,0.0,60
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1706,1706,0.4906213364595545,0.3798358733880422,0.11078546307151231,0.11254396248534584,0.39683470105509966,0.3798358733880422,0.2690504103165299,0.0,60
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1706,1706,0.4091441969519343,0.3194607268464244,0.08968347010550996,0.14536928487690504,0.4454865181711606,0.3194607268464244,0.22977725674091443,0.0,60
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1706,1706,0.39683470105509966,0.3042203985932005,0.09261430246189918,0.16588511137162953,0.4372801875732708,0.3042203985932005,0.21160609613130132,0.0,60
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1690,1690,0.33550295857988166,0.23609467455621302,0.09940828402366864,0.24201183431952664,0.42248520710059173,0.23609467455621302,0.1366863905325444,0.0,61
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1690,1690,0.49644970414201184,0.3384615384615385,0.15798816568047339,0.14201183431952663,0.36153846153846153,0.3384615384615385,0.1804733727810651,0.0,61
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1690,1690,0.3834319526627219,0.28816568047337277,0.09526627218934912,0.21301775147928995,0.4035502958579882,0.28816568047337277,0.19289940828402363,0.0,61
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1690,1690,0.3544378698224852,0.25266272189349115,0.10177514792899409,0.24497041420118343,0.40059171597633136,0.25266272189349115,0.15088757396449706,0.0,61
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1816,1816,0.39262114537444937,0.2687224669603524,0.12389867841409692,0.21365638766519823,0.3937224669603524,0.2687224669603524,0.1448237885462555,0.0,62
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1816,1816,0.4779735682819383,0.31662995594713655,0.16134361233480177,0.1354625550660793,0.3865638766519824,0.31662995594713655,0.1552863436123348,0.0,62
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1816,1816,0.44162995594713655,0.3039647577092511,0.13766519823788545,0.15748898678414097,0.4008810572687225,0.3039647577092511,0.16629955947136563,0.0,62
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1816,1816,0.44548458149779735,0.30892070484581496,0.13656387665198239,0.15143171806167402,0.40308370044052866,0.30892070484581496,0.17235682819383258,0.0,62
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1893,1893,0.36344426835710514,0.25303750660327523,0.1104067617538299,0.1901743264659271,0.4463814051769678,0.25303750660327523,0.14263074484944532,0.0,63
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1893,1893,0.48019017432646594,0.33438985736925514,0.14580031695721077,0.11304807184363444,0.40676175382989965,0.33438985736925514,0.18858954041204437,0.0,63
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1893,1893,0.4157422081352351,0.2942419440042261,0.12150026413100898,0.1542525092445853,0.4300052826201796,0.2942419440042261,0.17274167987321712,0.0,63
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1893,1893,0.43475964078182777,0.300581088219757,0.13417855256207079,0.13048071843634443,0.43475964078182777,0.300581088219757,0.1664025356576862,0.0,63
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1669,1669,0.42061114439784303,0.32055122828040744,0.10005991611743559,0.21989215098861595,0.35949670461354105,0.32055122828040744,0.22049131216297185,0.0,64
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1669,1669,0.49011384062312763,0.32055122828040744,0.1695626123427202,0.13421210305572198,0.37567405632115036,0.32055122828040744,0.15098861593768725,0.0,64
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1669,1669,0.457159976033553,0.3385260635110845,0.11863391252246855,0.17914919113241462,0.36369083283403236,0.3385260635110845,0.21989215098861595,0.0,64
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1669,1669,0.4811264230077891,0.347513481126423,0.13361294188136608,0.15278609946075494,0.366087477531456,0.347513481126423,0.21390053924505692,0.0,64
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1536,1536,0.3776041666666667,0.2805989583333333,0.09700520833333333,0.25,0.3723958333333333,0.2805989583333333,0.18359375,0.0,65
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1536,1536,0.5,0.3463541666666667,0.15364583333333334,0.16145833333333334,0.3385416666666667,0.3463541666666667,0.19270833333333334,0.0,65
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1536,1536,0.419921875,0.3111979166666667,0.10872395833333333,0.20833333333333334,0.3717447916666667,0.3111979166666667,0.20247395833333337,0.0,65
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1536,1536,0.439453125,0.3307291666666667,0.10872395833333333,0.19921875,0.361328125,0.3307291666666667,0.22200520833333337,0.0,65
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1801,1801,0.3714602998334259,0.24153248195446975,0.12992781787895613,0.22598556357579122,0.4025541365907829,0.24153248195446975,0.11160466407551362,0.0,66
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1801,1801,0.47307051637978903,0.2848417545807885,0.18822876179900055,0.14769572459744587,0.3792337590227651,0.2848417545807885,0.09661299278178792,0.0,66
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1801,1801,0.42087729039422545,0.27484730705163796,0.14602998334258746,0.2082176568573015,0.3709050527484731,0.27484730705163796,0.1288173237090505,0.0,66
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1801,1801,0.4142143253747918,0.2642976124375347,0.14991671293725709,0.1960022209883398,0.3897834536368684,0.2642976124375347,0.1143808995002776,0.0,66
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1549,1549,0.38605551969012264,0.2801807617817947,0.10587475790832795,0.2537120723047127,0.3602324080051646,0.2801807617817947,0.17430600387346673,0.0,67
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1549,1549,0.46675274370561654,0.31245965138799225,0.15429309231762428,0.15429309231762428,0.3789541639767592,0.31245965138799225,0.15816655907036797,0.0,67
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1549,1549,0.4331826985151711,0.31697869593285993,0.11620400258231117,0.2156229825693996,0.3511943189154293,0.31697869593285993,0.20077469335054876,0.0,67
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1549,1549,0.43511943189154295,0.31504196255648803,0.12007746933505488,0.20593931568754034,0.35894125242091673,0.31504196255648803,0.19496449322143317,0.0,67
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1648,1648,0.3640776699029126,0.23604368932038836,0.12803398058252427,0.23058252427184467,0.4053398058252427,0.23604368932038836,0.10800970873786409,0.0,68
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1648,1648,0.47936893203883496,0.30764563106796117,0.1717233009708738,0.13531553398058252,0.38531553398058255,0.30764563106796117,0.13592233009708737,0.0,68
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1648,1648,0.4223300970873786,0.28822815533980584,0.1341019417475728,0.19114077669902912,0.38652912621359226,0.28822815533980584,0.15412621359223302,0.0,68
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1648,1648,0.4265776699029126,0.2766990291262136,0.14987864077669902,0.17354368932038836,0.39987864077669905,0.2766990291262136,0.12682038834951456,0.0,68
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1692,1692,0.33865248226950356,0.24527186761229314,0.0933806146572104,0.26300236406619387,0.3983451536643026,0.24527186761229314,0.15189125295508274,0.0,69
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1692,1692,0.5171394799054374,0.3546099290780142,0.16252955082742318,0.16016548463356975,0.32269503546099293,0.3546099290780142,0.19208037825059102,0.0,69
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1692,1692,0.41252955082742315,0.30969267139479906,0.10283687943262411,0.20921985815602837,0.37825059101654845,0.30969267139479906,0.20685579196217496,0.0,69
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1692,1692,0.38002364066193856,0.28782505910165485,0.09219858156028368,0.2541371158392435,0.36583924349881797,0.28782505910165485,0.19562647754137116,0.0,69
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1813,1813,0.3408714837286266,0.2465526751241037,0.0943188086045229,0.1831218974076117,0.4760066188637617,0.2465526751241037,0.15223386651958082,0.0,70
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1813,1813,0.4798676227247656,0.3463872035300607,0.1334804191947049,0.11031439602868175,0.40981798124655267,0.3463872035300607,0.2129067843353558,0.0,70
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1813,1813,0.4065085493656922,0.29509100937672367,0.11141753998896856,0.14285714285714285,0.4506343077771649,0.29509100937672367,0.1836734693877551,0.0,70
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1813,1813,0.43243243243243246,0.3066740209597352,0.12575841147269717,0.11527854384997242,0.45228902371759516,0.3066740209597352,0.18091560948703805,0.0,70
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1823,1823,0.38014262205156335,0.2616566099835436,0.11848601206801974,0.28469555677454744,0.3351618211738892,0.2616566099835436,0.1431705979155239,0.0,71
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1823,1823,0.4821722435545804,0.31760833790455295,0.16456390565002743,0.16291826659352715,0.35490948985189247,0.31760833790455295,0.15304443225452552,0.0,71
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1823,1823,0.42347778387273727,0.2781130005485464,0.1453647833241909,0.2210641799232035,0.35545803620405925,0.2781130005485464,0.13274821722435548,0.0,71
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1823,1823,0.4328030718595721,0.27317608337904553,0.15962698848052662,0.20351069665386726,0.3636862314865606,0.27317608337904553,0.11354909489851892,0.0,71
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1770,1770,0.41129943502824856,0.2909604519774011,0.12033898305084746,0.15819209039548024,0.43050847457627117,0.2909604519774011,0.17062146892655367,0.0,72
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1770,1770,0.5096045197740113,0.3790960451977401,0.13050847457627118,0.07853107344632769,0.411864406779661,0.3790960451977401,0.2485875706214689,0.0,72
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1770,1770,0.43163841807909603,0.3192090395480226,0.11242937853107345,0.12316384180790961,0.44519774011299434,0.3192090395480226,0.20677966101694917,0.0,72
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1770,1770,0.4214689265536723,0.3050847457627119,0.11638418079096045,0.14293785310734464,0.43559322033898307,0.3050847457627119,0.18870056497175142,0.0,72
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1782,1782,0.3793490460157127,0.265993265993266,0.11335578002244669,0.26879910213243546,0.35185185185185186,0.265993265993266,0.15263748597081933,0.0,73
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1782,1782,0.4904601571268238,0.31369248035914704,0.17676767676767677,0.1745230078563412,0.335016835016835,0.31369248035914704,0.13692480359147027,0.0,73
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1782,1782,0.4691358024691358,0.30246913580246915,0.16666666666666666,0.18799102132435466,0.34287317620650953,0.30246913580246915,0.1358024691358025,0.0,73
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1782,1782,0.4618406285072952,0.3170594837261504,0.1447811447811448,0.2037037037037037,0.3344556677890011,0.3170594837261504,0.1722783389450056,0.0,73
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1619,1619,0.42742433600988267,0.3199505867819642,0.10747374922791847,0.2038295243977764,0.3687461395923409,0.3199505867819642,0.21247683755404573,0.0,74
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1619,1619,0.5293390982087709,0.36689314391599753,0.1624459542927733,0.1192093885114268,0.35145151327980234,0.36689314391599753,0.20444718962322422,0.0,74
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1619,1619,0.4533662754786906,0.3329215565163681,0.12044471896232242,0.17603458925262508,0.3705991352686844,0.3329215565163681,0.2124768375540457,0.0,74
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1619,1619,0.4508956145768993,0.32550957381099443,0.12538604076590487,0.1871525633106856,0.36195182211241506,0.32550957381099443,0.20012353304508956,0.0,74
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1873,1873,0.3822744260544581,0.2589428723972237,0.12333155365723439,0.25360384410037373,0.36412172984516816,0.2589428723972237,0.1356113187399893,0.0,75
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1873,1873,0.47410571276027763,0.2888414308595836,0.18526428190069408,0.14789108382274427,0.37800320341697813,0.2888414308595836,0.1035771489588895,0.0,75
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1873,1873,0.4345969033635878,0.2797650827549386,0.15483182060864922,0.19006940736785904,0.37533368926855315,0.2797650827549386,0.12493326214628939,0.0,75
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1873,1873,0.4591564335290977,0.31767218366257344,0.1414842498665243,0.1799252536038441,0.3609183128670582,0.31767218366257344,0.17618793379604913,0.0,75
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1873,1873,0.40576615056059795,0.26748531767218364,0.1382808328884143,0.17084890549919915,0.4233849439402029,0.26748531767218364,0.12920448478376934,0.0,76
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1873,1873,0.49599572877736253,0.3123331553657234,0.18366257341163908,0.0993059263214095,0.40469834490122797,0.3123331553657234,0.12867058195408435,0.0,76
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1873,1873,0.4628937533368927,0.31179925253603846,0.15109450080085424,0.11852642819006941,0.41857981847303793,0.31179925253603846,0.16070475173518423,0.0,76
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1873,1873,0.4815803523758676,0.3203416978109984,0.1612386545648692,0.11051788574479444,0.40790176187933797,0.3203416978109984,0.15910304324612923,0.0,76
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1685,1685,0.42373887240356084,0.27299703264094954,0.15074183976261127,0.1827893175074184,0.39347181008902077,0.27299703264094954,0.12225519287833828,0.0,77
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1685,1685,0.49554896142433236,0.34065281899109795,0.15489614243323443,0.1198813056379822,0.3845697329376855,0.34065281899109795,0.18575667655786351,0.0,77
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1685,1685,0.47418397626112757,0.32462908011869435,0.14955489614243322,0.1626112759643917,0.3632047477744807,0.32462908011869435,0.17507418397626112,0.0,77
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1685,1685,0.47537091988130564,0.3252225519287834,0.15014836795252226,0.15786350148367953,0.36676557863501486,0.3252225519287834,0.17507418397626115,0.0,77
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1711,1711,0.38223261250730567,0.2799532437171245,0.10227936879018118,0.19286966686148452,0.42489772063120984,0.2799532437171245,0.1776738749269433,0.0,78
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1711,1711,0.5149035651665692,0.33547632963179425,0.179427235534775,0.10461718293395675,0.380479251899474,0.33547632963179425,0.15604909409701925,0.0,78
