eval_set,model,model_display_name,diagnostic_source,dataset_variant,prompt_mode,n_pairs,n_valid_pairs,strict_ccc,correct_flip_rate,wrong_flip_rate,invariant_yes_rate,invariant_no_rate,scca,signed_ccc,invalid_pair_rate,split
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1471,1471,0.530931339225017,0.37933378653976885,0.15159755268524813,0.11896668932698844,0.35010197144799454,0.37933378653976885,0.22773623385452071,0.0,4
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1471,1471,0.477906186267845,0.35078178110129166,0.12712440516655338,0.18082936777702244,0.34126444595513256,0.35078178110129166,0.22365737593473828,0.0,4
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1471,1471,0.4479945615227736,0.32426920462270564,0.12372535690006799,0.2114208021753909,0.3405846363018355,0.32426920462270564,0.20054384772263767,0.0,4
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1656,1656,0.3743961352657005,0.2807971014492754,0.09359903381642512,0.22342995169082125,0.40217391304347827,0.2807971014492754,0.18719806763285027,0.0,5
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1656,1656,0.47644927536231885,0.33695652173913043,0.13949275362318841,0.1322463768115942,0.391304347826087,0.33695652173913043,0.19746376811594202,0.0,5
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1656,1656,0.43176328502415456,0.3188405797101449,0.11292270531400966,0.16968599033816426,0.39855072463768115,0.3188405797101449,0.20591787439613524,0.0,5
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1656,1656,0.42330917874396135,0.3134057971014493,0.10990338164251208,0.16545893719806765,0.411231884057971,0.3134057971014493,0.2035024154589372,0.0,5
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1888,1888,0.4083686440677966,0.3034957627118644,0.1048728813559322,0.2865466101694915,0.3050847457627119,0.3034957627118644,0.1986228813559322,0.0,6
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_symbolic,1888,1888,0.5222457627118644,0.3691737288135593,0.1530720338983051,0.149364406779661,0.3283898305084746,0.3691737288135593,0.21610169491525422,0.0,6
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,confidence_by_query,1888,1888,0.4465042372881356,0.3532838983050847,0.09322033898305085,0.2420550847457627,0.3114406779661017,0.3532838983050847,0.26006355932203384,0.0,6
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,query_router,1888,1888,0.4994703389830508,0.381885593220339,0.11758474576271187,0.20709745762711865,0.2934322033898305,0.381885593220339,0.2643008474576271,0.0,6
control_cv,qwen3_4b,Qwen3-4B,adaptive_routing,adaptive_routing,always_nl,1750,1750,0.3737142857142857,0.26685714285714285,0.10685714285714286,0.28114285714285714,0.34514285714285714,0.26685714285714285,0.15999999999999998,0.0,7
